customer_key,transaction_count,transaction_value,fraud_transaction_count,fraud_rate_pct,fraud_loss,average_transaction_amount
37388,29,2418.52,1.0,3.4483,197.49,83.4
25528,87,8048.16,1.0,1.1494,197.41,92.51
22972,55,5299.9,1.0,1.8182,197.4,96.36
33914,70,7018.47,1.0,1.4286,197.37,100.26
37604,26,2827.09,1.0,3.8462,197.35,108.73
23310,55,3887.91,1.0,1.8182,197.35,70.69
9920,32,2583.35,1.0,3.125,197.28,80.73
33168,60,5943.25,1.0,1.6667,197.28,99.05
24180,51,4061.67,1.0,1.9608,197.19,79.64
33088,99,9994.98,1.0,1.0101,197.06,100.96
21412,32,3169.44,1.0,3.125,197.03,99.05
15391,28,2309.46,1.0,3.5714,197.03,82.48
33838,85,7730.29,1.0,1.1765,197.0,90.94
33380,65,4888.17,1.0,1.5385,196.99,75.2
26206,33,2644.26,1.0,3.0303,196.98,80.13
9679,28,2582.13,1.0,3.5714,196.94,92.22
34761,23,2183.03,1.0,4.3478,196.9,94.91
36058,38,4777.39,1.0,2.6316,196.85,125.72
45409,61,3762.47,1.0,1.6393,196.82,61.68
24308,34,2436.5,1.0,2.9412,196.78,71.66
33312,67,4194.63,1.0,1.4925,196.74,62.61
43837,102,7285.19,1.0,0.9804,196.65,71.42
48256,26,3173.57,1.0,3.8462,196.59,122.06
2108,29,2769.43,1.0,3.4483,196.46,95.5
2147,55,4515.49,1.0,1.8182,196.46,82.1
38287,74,6972.31,1.0,1.3514,196.45,94.22
23680,61,6335.05,1.0,1.6393,196.44,103.85
40780,75,6257.72,1.0,1.3333,196.4,83.44
12747,60,5215.2,1.0,1.6667,196.31,86.92
43982,36,2841.32,1.0,2.7778,196.28,78.93
11064,140,12321.48,1.0,0.7143,196.28,88.01
46011,51,3505.52,1.0,1.9608,196.22,68.74
29903,26,2364.48,1.0,3.8462,196.16,90.94
46933,64,5215.75,1.0,1.5625,196.09,81.5
2196,119,12139.95,1.0,0.8403,196.06,102.02
28453,109,9011.16,1.0,0.9174,196.05,82.67
27324,76,5384.02,1.0,1.3158,195.97,70.84
15773,27,2641.18,1.0,3.7037,195.97,97.82
42007,31,2162.57,1.0,3.2258,195.95,69.76
18916,94,8425.37,1.0,1.0638,195.95,89.63
35797,82,6333.9,1.0,1.2195,195.94,77.24
16395,33,2332.75,1.0,3.0303,195.9,70.69
1369,58,3648.3,1.0,1.7241,195.89,62.9
10533,65,4156.15,1.0,1.5385,195.84,63.94
31877,33,3115.32,1.0,3.0303,195.81,94.4
49858,32,3132.01,1.0,3.125,195.81,97.88
14988,132,11266.38,1.0,0.7576,195.81,85.35
24913,84,6525.02,1.0,1.1905,195.79,77.68
5188,58,4117.99,1.0,1.7241,195.75,71.0
45803,28,3324.28,1.0,3.5714,195.71,118.72
4639,94,6892.92,1.0,1.0638,195.68,73.33
26785,72,5907.07,1.0,1.3889,195.6,82.04
33904,22,2370.63,1.0,4.5455,195.58,107.76
33745,97,7967.13,1.0,1.0309,195.55,82.14
23785,55,4320.42,1.0,1.8182,195.44,78.55
19047,36,3458.91,1.0,2.7778,195.44,96.08
42915,27,2881.93,1.0,3.7037,195.4,106.74
26861,45,3607.37,1.0,2.2222,195.37,80.16
16162,25,2451.14,1.0,4.0,195.36,98.05
26447,63,5038.97,1.0,1.5873,195.34,79.98
3674,31,2314.19,1.0,3.2258,195.26,74.65
15805,46,4287.73,1.0,2.1739,195.22,93.21
12057,55,5621.31,1.0,1.8182,195.12,102.21
11055,55,5776.07,1.0,1.8182,195.08,105.02
8533,63,4694.2,1.0,1.5873,195.05,74.51
29125,21,2647.35,1.0,4.7619,195.02,126.06
30474,61,5635.9,1.0,1.6393,194.97,92.39
31796,35,3044.73,1.0,2.8571,194.96,86.99
24698,95,6871.67,1.0,1.0526,194.9,72.33
28339,29,2868.59,1.0,3.4483,194.87,98.92
46159,111,11086.79,1.0,0.9009,194.86,99.88
16206,92,7627.49,1.0,1.087,194.75,82.91
5197,24,2356.51,1.0,4.1667,194.73,98.19
2292,29,2853.55,1.0,3.4483,194.72,98.4
31444,24,2297.91,1.0,4.1667,194.72,95.75
18875,143,12361.96,1.0,0.6993,194.55,86.45
30575,66,5184.31,1.0,1.5152,194.55,78.55
30276,35,3185.63,1.0,2.8571,194.54,91.02
38664,50,4365.36,1.0,2.0,194.53,87.31
5154,64,6103.88,1.0,1.5625,194.42,95.37
14697,55,5037.88,1.0,1.8182,194.35,91.6
15709,126,10491.02,1.0,0.7937,194.34,83.26
43049,72,7206.1,1.0,1.3889,194.33,100.08
31699,38,3869.93,1.0,2.6316,194.2,101.84
18316,31,3108.36,1.0,3.2258,194.04,100.27
47553,42,3186.26,1.0,2.381,194.03,75.86
15007,82,8234.41,1.0,1.2195,193.98,100.42
47114,81,7297.82,1.0,1.2346,193.95,90.1
11956,27,2317.64,1.0,3.7037,193.94,85.84
19389,27,2412.88,1.0,3.7037,193.93,89.37
4189,35,2688.8,1.0,2.8571,193.89,76.82
27121,57,5391.74,1.0,1.7544,193.86,94.59
35273,35,3081.66,1.0,2.8571,193.84,88.05
840,52,5740.0,1.0,1.9231,193.83,110.38
36741,64,5233.75,1.0,1.5625,193.81,81.78
22966,70,5501.54,1.0,1.4286,193.8,78.59
6399,65,5548.86,1.0,1.5385,193.78,85.37
31837,20,1314.81,1.0,5.0,193.77,65.74
40164,50,3926.81,1.0,2.0,193.75,78.54
10912,31,2584.04,1.0,3.2258,193.72,83.36
28824,59,4083.06,1.0,1.6949,193.69,69.2
34298,81,9793.7,1.0,1.2346,193.68,120.91
42635,25,2013.61,1.0,4.0,193.67,80.54
12976,27,2334.21,1.0,3.7037,193.63,86.45
3438,90,7778.22,1.0,1.1111,193.54,86.42
25127,37,3973.25,1.0,2.7027,193.49,107.39
22522,91,7240.94,1.0,1.0989,193.43,79.57
14885,37,3644.98,1.0,2.7027,193.42,98.51
13695,65,6303.78,1.0,1.5385,193.41,96.98
45322,25,2607.84,1.0,4.0,193.39,104.31
3815,52,5178.92,1.0,1.9231,193.31,99.59
1728,30,2797.97,1.0,3.3333,193.22,93.27
47760,60,4674.01,1.0,1.6667,193.13,77.9
39632,60,6250.15,1.0,1.6667,193.06,104.17
43078,56,4925.74,1.0,1.7857,193.04,87.96
15474,71,7796.38,1.0,1.4085,193.04,109.81
47036,65,6452.9,1.0,1.5385,193.03,99.28
11370,27,2359.21,1.0,3.7037,193.0,87.38
20679,64,7347.71,1.0,1.5625,192.93,114.81
3874,35,2713.22,1.0,2.8571,192.92,77.52
27291,96,8786.43,1.0,1.0417,192.82,91.53
14603,86,6966.19,1.0,1.1628,192.8,81.0
29300,25,2127.51,1.0,4.0,192.79,85.1
42724,24,2125.93,1.0,4.1667,192.77,88.58
2608,60,4511.0,1.0,1.6667,192.76,75.18
22311,60,6184.16,1.0,1.6667,192.75,103.07
35400,27,2779.65,1.0,3.7037,192.72,102.95
3364,30,2553.56,1.0,3.3333,192.71,85.12
43185,101,8985.43,1.0,0.9901,192.7,88.96
10623,62,6351.85,1.0,1.6129,192.67,102.45
6182,29,2939.55,1.0,3.4483,192.67,101.36
19096,30,3211.04,1.0,3.3333,192.65,107.03
41942,64,4434.94,1.0,1.5625,192.62,69.3
17482,30,2487.53,1.0,3.3333,192.6,82.92
14110,35,2809.47,1.0,2.8571,192.58,80.27
7714,37,3180.94,1.0,2.7027,192.57,85.97
13080,139,11275.76,1.0,0.7194,192.56,81.12
40286,65,5017.0,1.0,1.5385,192.49,77.18
46100,28,2871.89,1.0,3.5714,192.43,102.57
23333,61,4393.05,1.0,1.6393,192.4,72.02
32713,86,8555.01,1.0,1.1628,192.4,99.48
39987,27,2597.52,1.0,3.7037,192.38,96.2
5186,31,2550.75,1.0,3.2258,192.3,82.28
7849,163,14079.57,1.0,0.6135,192.29,86.38
7368,40,4234.88,1.0,2.5,192.18,105.87
25362,36,5009.18,1.0,2.7778,192.15,139.14
19321,26,3906.39,1.0,3.8462,192.08,150.25
44744,34,2574.28,1.0,2.9412,192.06,75.71
34802,85,6761.24,1.0,1.1765,192.04,79.54
43671,41,3799.62,1.0,2.439,191.97,92.67
40727,109,8580.4,1.0,0.9174,191.96,78.72
7750,26,2618.59,1.0,3.8462,191.9,100.71
6854,46,4756.74,1.0,2.1739,191.87,103.41
28503,24,2536.31,1.0,4.1667,191.75,105.68
46787,26,2348.45,1.0,3.8462,191.7,90.33
48462,32,2810.33,1.0,3.125,191.69,87.82
45707,56,4325.4,1.0,1.7857,191.69,77.24
35072,31,3230.55,1.0,3.2258,191.68,104.21
32355,54,5422.67,1.0,1.8519,191.66,100.42
19364,147,12032.6,1.0,0.6803,191.56,81.85
44632,30,3258.18,1.0,3.3333,191.53,108.61
35476,117,9030.85,1.0,0.8547,191.51,77.19
29045,50,4747.58,1.0,2.0,191.48,94.95
26032,37,3219.4,1.0,2.7027,191.42,87.01
8341,71,5056.99,1.0,1.4085,191.34,71.23
30066,61,4057.56,1.0,1.6393,191.32,66.52
14961,59,5078.1,1.0,1.6949,191.3,86.07
35286,35,3363.07,1.0,2.8571,191.29,96.09
8764,67,4820.02,1.0,1.4925,191.28,71.94
48063,84,7080.95,1.0,1.1905,191.2,84.3
8524,49,5836.44,1.0,2.0408,191.19,119.11
411,33,3058.25,1.0,3.0303,191.17,92.67
198,33,2881.51,1.0,3.0303,191.12,87.32
8322,58,5488.69,1.0,1.7241,191.05,94.63
29306,64,4995.97,1.0,1.5625,191.03,78.06
32832,32,2532.02,1.0,3.125,191.03,79.13
2414,92,7664.78,1.0,1.087,190.97,83.31
27235,19,1743.51,1.0,5.2632,190.91,91.76
3316,30,3011.84,1.0,3.3333,190.9,100.39
697,53,3609.72,1.0,1.8868,190.84,68.11
46908,26,2687.18,1.0,3.8462,190.82,103.35
1525,64,6220.58,1.0,1.5625,190.79,97.2
5222,85,8206.17,1.0,1.1765,190.73,96.54
44664,58,5396.86,1.0,1.7241,190.71,93.05
47739,31,3273.91,1.0,3.2258,190.69,105.61
15597,37,3773.02,1.0,2.7027,190.68,101.97
34300,54,5186.04,1.0,1.8519,190.66,96.04
46734,92,8473.0,1.0,1.087,190.63,92.1
45121,56,4441.66,1.0,1.7857,190.63,79.32
45064,28,2787.8,1.0,3.5714,190.6,99.56
40454,31,3465.88,1.0,3.2258,190.59,111.8
14486,37,4244.47,1.0,2.7027,190.58,114.72
37020,59,5078.28,1.0,1.6949,190.52,86.07
12441,60,5280.88,1.0,1.6667,190.52,88.01
31537,32,3115.69,1.0,3.125,190.49,97.37
9300,34,2484.08,1.0,2.9412,190.43,73.06
23107,28,2501.85,1.0,3.5714,190.43,89.35
17191,42,3717.22,1.0,2.381,190.4,88.51
1087,119,10439.75,1.0,0.8403,190.38,87.73
42651,97,9340.09,1.0,1.0309,190.37,96.29
5939,31,2284.41,1.0,3.2258,190.25,73.69
19650,119,12757.72,1.0,0.8403,190.24,107.21
45606,39,3191.11,1.0,2.5641,190.18,81.82
2863,23,2389.91,1.0,4.3478,190.15,103.91
5310,30,2521.41,1.0,3.3333,190.13,84.05
31625,164,12635.83,1.0,0.6098,190.11,77.05
18858,27,1949.64,1.0,3.7037,190.1,72.21
12264,64,5572.04,1.0,1.5625,190.1,87.06
34031,31,2176.58,1.0,3.2258,190.09,70.21
3041,77,6509.55,1.0,1.2987,189.92,84.54
299,35,2301.19,1.0,2.8571,189.86,65.75
9114,59,7695.78,1.0,1.6949,189.84,130.44
48815,47,3859.95,1.0,2.1277,189.81,82.13
41564,35,2909.28,1.0,2.8571,189.73,83.12
41399,31,2854.67,1.0,3.2258,189.71,92.09
15990,29,2392.61,1.0,3.4483,189.61,82.5
31687,44,3308.91,1.0,2.2727,189.6,75.2
12348,63,4881.08,1.0,1.5873,189.59,77.48
43016,32,2757.84,1.0,3.125,189.49,86.18
40538,66,5881.53,1.0,1.5152,189.47,89.11
39091,65,6083.73,1.0,1.5385,189.38,93.6
49670,65,5149.42,1.0,1.5385,189.37,79.22
32129,96,7642.32,1.0,1.0417,189.34,79.61
19235,79,8184.32,1.0,1.2658,189.22,103.6
6136,38,3279.43,1.0,2.6316,189.21,86.3
11181,35,3848.19,1.0,2.8571,189.2,109.95
40458,40,4464.21,1.0,2.5,189.14,111.61
12780,37,3345.26,1.0,2.7027,189.1,90.41
14682,35,3751.82,1.0,2.8571,189.07,107.19
7430,61,4237.05,1.0,1.6393,189.0,69.46
36110,32,2949.27,1.0,3.125,188.98,92.16
35317,49,5504.42,1.0,2.0408,188.97,112.34
1726,64,6454.23,1.0,1.5625,188.97,100.85
11894,42,3863.17,1.0,2.381,188.91,91.98
32245,27,1909.81,1.0,3.7037,188.88,70.73
21806,34,2629.82,1.0,2.9412,188.84,77.35
17063,31,2829.18,1.0,3.2258,188.84,91.26
24632,37,2942.06,1.0,2.7027,188.84,79.52
41081,42,2684.27,1.0,2.381,188.82,63.91
31519,49,4904.55,1.0,2.0408,188.79,100.09
6044,29,2339.39,1.0,3.4483,188.77,80.67
12894,31,1819.13,1.0,3.2258,188.72,58.68
11683,31,2148.43,1.0,3.2258,188.72,69.3
46597,31,2594.04,1.0,3.2258,188.7,83.68
36183,63,5861.69,1.0,1.5873,188.65,93.04
9953,61,5194.99,1.0,1.6393,188.64,85.16
38041,32,2462.07,1.0,3.125,188.58,76.94
16829,70,6913.67,1.0,1.4286,188.55,98.77
4381,25,1801.43,1.0,4.0,188.53,72.06
11896,89,7460.51,1.0,1.1236,188.46,83.83
23528,25,2700.03,1.0,4.0,188.45,108.0
41102,36,2986.13,1.0,2.7778,188.45,82.95
1691,79,6369.54,1.0,1.2658,188.42,80.63
22977,64,5022.72,1.0,1.5625,188.38,78.48
28452,61,4877.19,1.0,1.6393,188.37,79.95
19638,61,4961.31,1.0,1.6393,188.32,81.33
15908,93,9442.72,2.0,2.1505,188.28,101.53
46957,90,8753.1,1.0,1.1111,188.25,97.26
1720,56,4849.92,1.0,1.7857,188.19,86.61
1214,31,3123.7,1.0,3.2258,188.17,100.76
16316,91,7464.09,1.0,1.0989,188.11,82.02
48372,61,4909.45,1.0,1.6393,188.11,80.48
29967,64,6098.56,1.0,1.5625,188.08,95.29
43628,79,7151.31,1.0,1.2658,187.98,90.52
24330,24,1947.46,1.0,4.1667,187.9,81.14
20319,32,2239.58,1.0,3.125,187.87,69.99
20874,45,3652.76,1.0,2.2222,187.79,81.17
17523,45,5607.79,1.0,2.2222,187.76,124.62
26137,40,4533.05,1.0,2.5,187.67,113.33
22196,60,4848.82,1.0,1.6667,187.65,80.81
18279,66,5605.73,1.0,1.5152,187.65,84.94
35165,47,3844.2,1.0,2.1277,187.6,81.79
38153,90,7304.19,1.0,1.1111,187.58,81.16
9830,32,2678.2,1.0,3.125,187.54,83.69
19245,143,12352.32,1.0,0.6993,187.43,86.38
21758,26,2570.33,1.0,3.8462,187.41,98.86
18580,66,5611.39,1.0,1.5152,187.38,85.02
38174,25,2165.15,1.0,4.0,187.35,86.61
28333,136,11056.96,1.0,0.7353,187.3,81.3
32024,72,4904.47,1.0,1.3889,187.28,68.12
10409,38,2905.25,1.0,2.6316,187.25,76.45
39983,66,5641.08,1.0,1.5152,187.23,85.47
30488,76,5803.98,1.0,1.3158,187.19,76.37
39170,101,10401.37,1.0,0.9901,187.17,102.98
18644,24,1912.81,1.0,4.1667,187.16,79.7
48746,41,3538.37,1.0,2.439,187.07,86.3
39266,69,4929.05,1.0,1.4493,187.06,71.44
31549,93,8788.17,1.0,1.0753,186.97,94.5
1496,69,4911.83,1.0,1.4493,186.92,71.19
10539,32,2809.46,1.0,3.125,186.9,87.8
14019,52,5814.83,1.0,1.9231,186.87,111.82
38283,64,5261.37,1.0,1.5625,186.86,82.21
45626,67,5803.29,1.0,1.4925,186.85,86.62
47992,61,4528.63,1.0,1.6393,186.82,74.24
29527,41,4191.48,1.0,2.439,186.8,102.23
43465,95,7252.44,1.0,1.0526,186.8,76.34
13254,63,5917.35,1.0,1.5873,186.8,93.93
47492,37,2980.3,2.0,5.4054,186.75,80.55
39794,72,5690.77,1.0,1.3889,186.72,79.04
33623,78,5915.27,1.0,1.2821,186.7,75.84
15939,35,3431.49,1.0,2.8571,186.68,98.04
36724,31,2702.03,1.0,3.2258,186.65,87.16
31220,68,5956.86,1.0,1.4706,186.64,87.6
1404,53,5301.38,1.0,1.8868,186.64,100.03
43924,66,5751.15,1.0,1.5152,186.61,87.14
34564,95,9849.38,1.0,1.0526,186.6,103.68
261,32,2846.32,1.0,3.125,186.59,88.95
48027,31,2590.13,1.0,3.2258,186.53,83.55
30945,64,5659.17,1.0,1.5625,186.5,88.42
27162,62,5724.1,1.0,1.6129,186.44,92.32
32992,34,2981.74,1.0,2.9412,186.34,87.7
19496,102,6874.48,1.0,0.9804,186.32,67.4
29659,38,2515.98,1.0,2.6316,186.32,66.21
31349,34,3236.19,1.0,2.9412,186.28,95.18
18626,57,4906.98,1.0,1.7544,186.22,86.09
1120,33,2565.09,1.0,3.0303,186.2,77.73
20188,33,3521.47,1.0,3.0303,186.17,106.71
13418,65,6216.85,1.0,1.5385,186.17,95.64
21272,31,2727.23,1.0,3.2258,186.14,87.98
13849,66,6038.3,1.0,1.5152,186.12,91.49
35348,79,6441.87,1.0,1.2658,186.09,81.54
46040,94,7256.74,1.0,1.0638,186.03,77.2
14300,63,5141.72,1.0,1.5873,186.02,81.61
462,110,10234.3,1.0,0.9091,185.95,93.04
24440,61,5312.33,1.0,1.6393,185.93,87.09
39169,32,2593.21,1.0,3.125,185.89,81.04
46600,30,3062.12,1.0,3.3333,185.85,102.07
16225,79,6456.43,1.0,1.2658,185.8,81.73
48160,91,7756.5,1.0,1.0989,185.73,85.24
23128,30,2577.9,1.0,3.3333,185.71,85.93
40210,60,4749.9,1.0,1.6667,185.71,79.17
45668,23,1945.08,1.0,4.3478,185.68,84.57
37312,31,3225.84,1.0,3.2258,185.67,104.06
5537,35,2344.34,1.0,2.8571,185.66,66.98
43268,37,2155.2,1.0,2.7027,185.53,58.25
43762,59,4985.07,1.0,1.6949,185.5,84.49
12825,33,2757.0,1.0,3.0303,185.49,83.55
22454,32,3115.21,1.0,3.125,185.49,97.35
14920,50,4185.24,1.0,2.0,185.48,83.7
11996,77,6259.42,1.0,1.2987,185.47,81.29
31628,40,3578.48,1.0,2.5,185.45,89.46
20171,72,6159.28,1.0,1.3889,185.44,85.55
36511,30,2132.63,1.0,3.3333,185.41,71.09
3600,67,6237.32,1.0,1.4925,185.4,93.09
18622,29,2690.11,1.0,3.4483,185.39,92.76
39959,100,9205.85,1.0,1.0,185.35,92.06
5838,56,5065.2,1.0,1.7857,185.35,90.45
20931,92,7811.21,1.0,1.087,185.33,84.9
17840,133,10654.37,1.0,0.7519,185.33,80.11
20752,105,9203.47,1.0,0.9524,185.19,87.65
108,126,10991.55,1.0,0.7937,185.19,87.23
33725,30,2485.54,1.0,3.3333,185.18,82.85
3649,123,10519.12,1.0,0.813,185.16,85.52
6321,52,4662.42,1.0,1.9231,185.14,89.66
29330,33,2730.85,1.0,3.0303,185.12,82.75
18551,91,8543.79,1.0,1.0989,185.11,93.89
23267,30,3163.09,1.0,3.3333,185.07,105.44
2825,28,2296.01,1.0,3.5714,185.01,82.0
24655,48,4871.85,1.0,2.0833,184.99,101.5
9036,55,5353.35,1.0,1.8182,184.98,97.33
45289,35,3435.12,1.0,2.8571,184.93,98.15
12481,32,3226.51,1.0,3.125,184.93,100.83
6976,31,2894.01,1.0,3.2258,184.91,93.36
4795,88,6977.08,1.0,1.1364,184.87,79.29
1909,62,5471.04,1.0,1.6129,184.86,88.24
18153,20,1688.93,1.0,5.0,184.86,84.45
23246,119,9644.55,1.0,0.8403,184.81,81.05
22974,79,6704.48,1.0,1.2658,184.71,84.87
49431,25,2260.26,1.0,4.0,184.68,90.41
44665,154,10366.29,1.0,0.6494,184.64,67.31
23443,17,1480.98,1.0,5.8824,184.64,87.12
37564,29,2415.58,1.0,3.4483,184.6,83.3
41064,32,2972.71,1.0,3.125,184.59,92.9
46042,81,7231.81,1.0,1.2346,184.59,89.28
4897,56,5907.62,1.0,1.7857,184.57,105.49
37542,63,5180.17,1.0,1.5873,184.57,82.22
43386,83,6540.84,1.0,1.2048,184.55,78.81
16723,59,5362.93,1.0,1.6949,184.54,90.9
49951,68,5564.11,1.0,1.4706,184.51,81.83
4266,69,5639.75,1.0,1.4493,184.47,81.74
37626,102,9661.28,1.0,0.9804,184.45,94.72
27301,27,2614.16,1.0,3.7037,184.45,96.82
3935,67,7565.67,1.0,1.4925,184.39,112.92
40954,22,1895.41,1.0,4.5455,184.38,86.15
1853,35,3982.69,1.0,2.8571,184.32,113.79
49963,21,2042.37,1.0,4.7619,184.31,97.26
14262,72,6349.86,1.0,1.3889,184.29,88.19
208,48,4998.73,1.0,2.0833,184.22,104.14
19284,65,4972.61,1.0,1.5385,184.19,76.5
25271,77,6449.39,1.0,1.2987,184.16,83.76
45846,50,5587.27,1.0,2.0,184.13,111.75
43661,19,1496.03,1.0,5.2632,184.09,78.74
28188,45,4592.9,1.0,2.2222,184.09,102.06
34234,58,4596.74,1.0,1.7241,184.02,79.25
16345,31,2402.19,1.0,3.2258,183.99,77.49
38897,33,2599.94,1.0,3.0303,183.96,78.79
1293,22,1476.48,1.0,4.5455,183.82,67.11
1595,118,10212.46,1.0,0.8475,183.78,86.55
17571,96,8316.64,1.0,1.0417,183.75,86.63
46849,35,3259.28,1.0,2.8571,183.73,93.12
38742,27,2306.37,1.0,3.7037,183.71,85.42
2705,25,1845.78,1.0,4.0,183.7,73.83
45246,82,7604.12,1.0,1.2195,183.67,92.73
24293,60,5098.44,1.0,1.6667,183.67,84.97
13591,27,3356.82,1.0,3.7037,183.66,124.33
39727,34,3177.06,1.0,2.9412,183.63,93.44
11811,34,3267.11,1.0,2.9412,183.62,96.09
8486,79,7399.42,1.0,1.2658,183.59,93.66
26499,93,9173.2,1.0,1.0753,183.59,98.64
41870,49,3693.69,1.0,2.0408,183.58,75.38
195,33,2496.65,1.0,3.0303,183.57,75.66
13443,34,3948.64,1.0,2.9412,183.49,116.14
25076,34,2568.49,1.0,2.9412,183.49,75.54
6164,83,6267.38,1.0,1.2048,183.46,75.51
1162,100,7408.36,1.0,1.0,183.44,74.08
17334,57,4201.41,1.0,1.7544,183.43,73.71
43503,33,2999.58,1.0,3.0303,183.36,90.9
44402,35,2794.56,1.0,2.8571,183.36,79.84
17382,40,4337.41,1.0,2.5,183.36,108.44
48360,31,2539.09,1.0,3.2258,183.24,81.91
49207,118,9076.12,1.0,0.8475,183.22,76.92
41573,31,2566.54,1.0,3.2258,183.19,82.79
21039,133,11130.36,1.0,0.7519,183.18,83.69
48651,115,9472.79,1.0,0.8696,183.15,82.37
9653,61,6858.86,1.0,1.6393,183.12,112.44
16798,28,2348.4,1.0,3.5714,183.05,83.87
46616,76,6121.72,1.0,1.3158,183.0,80.55
41937,43,3561.75,1.0,2.3256,182.98,82.83
44781,76,7003.97,1.0,1.3158,182.78,92.16
37280,77,7683.13,1.0,1.2987,182.75,99.78
42444,40,3254.53,1.0,2.5,182.74,81.36
23950,61,5384.89,1.0,1.6393,182.68,88.28
12413,94,7600.45,1.0,1.0638,182.65,80.86
12289,115,9810.71,1.0,0.8696,182.59,85.31
5110,82,6289.23,1.0,1.2195,182.55,76.7
2144,99,8049.74,1.0,1.0101,182.55,81.31
9151,35,2893.24,1.0,2.8571,182.52,82.66
1191,31,3486.89,1.0,3.2258,182.5,112.48
33250,63,4733.38,1.0,1.5873,182.5,75.13
49630,23,2068.81,1.0,4.3478,182.45,89.95
17024,85,7901.41,1.0,1.1765,182.4,92.96
2352,35,3347.39,1.0,2.8571,182.4,95.64
510,70,5823.41,1.0,1.4286,182.33,83.19
40432,62,5437.21,1.0,1.6129,182.3,87.7
7449,54,4278.93,1.0,1.8519,182.26,79.24
42162,30,2934.19,1.0,3.3333,182.18,97.81
35719,32,2374.57,1.0,3.125,182.14,74.21
40701,132,12313.09,1.0,0.7576,182.09,93.28
48423,99,9841.27,1.0,1.0101,182.07,99.41
14747,69,4917.09,1.0,1.4493,182.03,71.26
42316,27,2582.73,1.0,3.7037,181.97,95.66
9794,49,4548.18,1.0,2.0408,181.94,92.82
3555,32,3233.03,1.0,3.125,181.94,101.03
34640,115,9530.0,1.0,0.8696,181.82,82.87
575,73,7251.55,1.0,1.3699,181.75,99.34
41436,68,5161.2,1.0,1.4706,181.71,75.9
37683,25,2311.69,1.0,4.0,181.65,92.47
18179,57,6328.76,1.0,1.7544,181.64,111.03
9662,109,8625.46,1.0,0.9174,181.61,79.13
43781,36,3013.15,1.0,2.7778,181.59,83.7
3496,28,2467.99,1.0,3.5714,181.55,88.14
16246,54,5247.65,1.0,1.8519,181.54,97.18
28113,24,2088.41,1.0,4.1667,181.53,87.02
10766,117,8971.44,1.0,0.8547,181.48,76.68
49417,33,2364.16,1.0,3.0303,181.24,71.64
44475,32,3047.7,1.0,3.125,181.23,95.24
8672,60,5902.62,1.0,1.6667,181.18,98.38
10768,25,2477.78,1.0,4.0,181.14,99.11
24827,37,3731.39,1.0,2.7027,181.11,100.85
7995,23,1978.06,1.0,4.3478,181.09,86.0
36310,28,2110.08,1.0,3.5714,181.07,75.36
3361,103,10409.05,1.0,0.9709,181.02,101.06
31262,33,2641.72,1.0,3.0303,180.98,80.05
41766,25,2670.05,1.0,4.0,180.98,106.8
25761,72,5381.9,1.0,1.3889,180.97,74.75
18175,30,2575.24,1.0,3.3333,180.93,85.84
22184,82,6861.22,1.0,1.2195,180.9,83.67
36088,60,4371.22,1.0,1.6667,180.89,72.85
17208,52,4580.42,1.0,1.9231,180.87,88.08
12576,24,3157.34,1.0,4.1667,180.69,131.56
30209,96,7356.54,1.0,1.0417,180.67,76.63
9297,99,9686.6,1.0,1.0101,180.64,97.84
39407,59,5331.88,1.0,1.6949,180.63,90.37
15588,62,6070.35,1.0,1.6129,180.6,97.91
30361,70,6120.15,1.0,1.4286,180.59,87.43
17313,29,2795.04,1.0,3.4483,180.57,96.38
25334,48,3555.88,1.0,2.0833,180.49,74.08
46518,53,4137.6,1.0,1.8868,180.35,78.07
40116,111,8885.85,1.0,0.9009,180.32,80.05
33900,51,3519.54,1.0,1.9608,180.28,69.01
45356,57,3961.72,1.0,1.7544,180.27,69.5
10245,29,1958.0,1.0,3.4483,180.27,67.52
43720,38,3395.41,1.0,2.6316,180.26,89.35
26854,70,5022.04,1.0,1.4286,180.23,71.74
28887,28,2826.31,1.0,3.5714,180.2,100.94
22152,61,5046.26,1.0,1.6393,180.16,82.73
16918,44,4651.61,1.0,2.2727,180.16,105.72
43922,32,2630.01,1.0,3.125,180.16,82.19
44551,33,3239.91,1.0,3.0303,180.14,98.18
11130,93,9446.87,1.0,1.0753,180.13,101.58
37389,68,5005.73,1.0,1.4706,180.13,73.61
32547,61,6558.22,1.0,1.6393,180.08,107.51
12687,64,6562.52,1.0,1.5625,180.04,102.54
7023,60,4988.89,1.0,1.6667,180.02,83.15
46860,66,7154.87,1.0,1.5152,180.0,108.41
2725,32,1948.58,1.0,3.125,179.95,60.89
37965,35,2313.31,1.0,2.8571,179.95,66.09
47097,35,3834.65,1.0,2.8571,179.82,109.56
31371,24,3160.65,1.0,4.1667,179.81,131.69
41951,39,3874.33,1.0,2.5641,179.78,99.34
45136,32,3947.92,1.0,3.125,179.77,123.37
42407,136,10871.71,1.0,0.7353,179.71,79.94
22825,60,5286.4,1.0,1.6667,179.69,88.11
26498,29,2360.18,1.0,3.4483,179.69,81.39
2085,93,7643.34,1.0,1.0753,179.69,82.19
27328,55,4521.81,1.0,1.8182,179.53,82.21
25712,80,6050.47,1.0,1.25,179.52,75.63
47214,30,2450.24,1.0,3.3333,179.52,81.67
13906,28,2489.56,1.0,3.5714,179.5,88.91
